floor,room,offset_px,room_eq_radius_px,offset_over_radius,inside_inradius
FF part 3upE,room_12,18.37683482974904,70.7377650962284,0.2597881740361749,True
FF part 3upE,room_13,11.910753627510312,44.39566212199151,0.26828642840783956,True
FF part 3upE,room_14,8.932317212700283,68.63198740928121,0.13014801916536592,True
FF part 3upE,room_15,26.339960612395235,52.22335784706608,0.5043712564314747,True
FF part 3upE,room_16,17.51326669860068,44.474460454805694,0.3937825556399365,True
FF part 3upE,room_17,21.02889916245971,142.77006644134204,0.14729207379825351,True
FF part 3upE,room_18,18.321277298373275,19.994929783493642,0.916296155913385,False
FF part 3upE,room_20,73.8519509106528,160.60387606509101,0.4598391565638267,False
FF part 3upE,room_21,15.79119360693751,18.83920176374059,0.8382092726099725,False
FF part 3upE,room_22,10.539514037801876,18.229523339239496,0.5781563149879686,False
FF part 3upE,room_23,6.829369589717492,17.517155313611116,0.3898675023113462,True
FF part 3upE,room_24,44.58799512964892,60.11465826106455,0.7417158546591616,False
FF part 3upE,room_25,13.02639402352933,23.983034927508857,0.5431503586974259,False
FF part 3upE,room_26,46.102356347718654,47.071808099172976,0.9794048329434927,False
FF part 4up,room_1,21.242618878980743,68.34848856875558,0.31079866320103916,True
FF part 4up,room_2,16.364136859696657,73.63916906801066,0.2222205528226872,True
FF part 4up,room_3,7.5236889505199125,189.41147608256225,0.039721399706744404,True
FF part 4up,room_4,7.029090173155381,66.17633575619455,0.10621757903084579,True
FF part 4up,room_5,17.030323600043136,83.8955791641966,0.20299429087571066,True
FF part 4up,room_6,20.711926859479718,38.156905265032414,0.5428094001758694,False
FF part 4up,room_7,1.8531856496730568,30.591356056578213,0.060578734929096316,True
FF part 4up,room_8,20.757878899060824,72.2008379870479,0.28750191102746725,True
FF part 4up,room_9,17.845719764566347,69.54652198753507,0.25660118226709977,True
FF part 4up,room_10,18.84027857168933,69.24608382769831,0.2720771707259097,True
FF part 4up,room_12,25.331720613002872,69.0827049524957,0.36668686656699495,True
FF part 4up,room_13,19.415448208776965,69.49615746979582,0.2793744131424135,True
FF part 4up,room_14,21.411668761800858,208.40982992489336,0.10273828623878818,True
FF part 4up,room_15,20.967420339170463,69.17019516546529,0.3031279626870115,True
FF part 4up,room_16,7.074485948688019,69.42741970202509,0.10189757849349639,True
FF part 4up,room_18,23.206055262967247,57.30899934254961,0.4049286417349411,True
FF part 6up,room_1,29.594393187098387,76.12169971886942,0.3887773564751653,True
FF part 6up,room_2,11.820083983984517,187.809043440171,0.06293671362928782,True
FF part 6up,room_3,8.995245557275814,73.96265073639957,0.12161875578708732,True
FF part 6up,room_4,6.966698150838009,57.7626542584263,0.12060903779922337,True
FF part 6up,room_5,12.154861927654501,81.31770763850926,0.14947374047591053,True
FF part 6up,room_7,9.69922609935298,46.65407808246521,0.2078966405082261,True
FF part 6up,room_8,16.115643143245865,65.98124213240992,0.24424582839627806,True
FF part 6up,room_9,8.56134394677398,65.94263685322846,0.1298301729399956,True
FF part 6up,room_10,9.455373899108364,76.50127820745988,0.12359759366983154,True
FF part 6up,room_11,9.717327659180317,66.0198248370491,0.14718802546302928,True
FF part 6up,room_12,2.964979141978795,66.30127848087207,0.04471978836477779,True
FF part 6up,room_14,22.805116325696492,62.304005184348526,0.3660296999882986,True
FF part 6up,room_15,15.71940717799577,97.35663038999827,0.1614621121851262,True
FF part 6up,room_17,24.930759083691466,64.8376331063166,0.3845106289245877,True
FF part 6up,room_18,21.79675896028937,227.01813883945786,0.09601329246956583,True
FF part 6up,room_19,25.828358778457897,67.65101287896984,0.38178820507337835,True
FF part 6up,room_20,23.014663317638092,105.24366541287587,0.21867979633121368,True
FF part 6up,room_21,25.955473794709924,99.0229066625075,0.26211585449790986,True
FF part 6up,room_22,3.417012309985004,44.05739082093668,0.0775582086527283,True
GF part 1upE,room_1,4.063537453594722,13.540550005146152,0.3001013586634483,True
GF part 1upE,room_2,0.3789261904120088,13.934454799959427,0.02719347084990452,True
GF part 1upE,room_3,2.9990583842521747,13.183216521636506,0.22749064155398435,True
SF part 1upE,room_1,10.428617703733503,160.68412525172485,0.064901356542821,True
SF part 1upE,room_2,21.886497055769862,76.95554192161488,0.28440443026264356,True
SF part 1upE,room_3,34.045195243249175,164.91040520805387,0.2064466168784023,True
SF part 1upE,room_4,15.960798257904036,73.37284991757136,0.21753003019284028,True
SF part 1upE,room_5,47.069249037639636,193.0987788088144,0.2437573625685253,True
SF part 1upE,room_6,23.830168595265356,185.7435157247825,0.1282960996096073,True
SF part 1upE,room_7,14.491392048405205,75.56350136385183,0.19177766761530213,True
SF part 1upE,room_8,18.129286142900536,73.44439618698296,0.24684369515061397,True
SF part 1upE,room_9,16.088024295859956,72.79576213755679,0.22100220979154805,True
SF part 1upE,room_10,16.673815754563535,73.67590168496197,0.22631301922656802,True
SF part 1upE,room_11,17.74914682685869,73.03804065385481,0.24301236270803392,True
SF part 1upE,room_12,18.244716524277244,73.98416589255072,0.24660299003403727,True
SF part 1upE,room_13,32.116874704224706,79.96379801922859,0.4016426870632343,True
SF part 1upE,room_14,20.34554707689753,73.31426012788705,0.2775114560442595,True
SF part 1upE,room_15,21.558799384766004,73.48772366180758,0.29336599789075196,True
SF part 1upE,room_16,27.191595305371877,151.95145347812118,0.17894922807886846,True
SF part 1upE,room_17,16.799735870690164,72.86350658360772,0.23056447127497487,True
SF part 1upE,room_18,17.512596018285116,73.59593075234108,0.23795603696102507,True
SF part 1upE,room_19,12.151795844587538,75.25113205267836,0.16148322972843607,True
SF part 1upE,room_20,16.869175801032924,73.34464586120832,0.22999873546263805,True
SF part 1upE,room_21,15.155053691648641,73.09685184384557,0.2073284048405243,True
SF part 1upE,room_22,14.747843225625994,74.4153014503026,0.19818294004325404,True
SF part 1upE,room_23,30.940247281137587,124.24602428349688,0.24902404289846772,True
SF part 1upE,room_24,29.033324926512645,78.92001991230256,0.3678828890156773,True
SF part 1upE,room_25,16.621587517601004,78.50754311642123,0.2117196240997167,True
SF part 1upE,room_26,17.20522802244838,74.571265991874,0.23072195159356992,True
SF part 1upE,room_27,18.789154353483433,74.36395398760743,0.25266481065025936,True
SF part 1upE,room_28,9.048651652345486,65.4362635619146,0.13828191219664943,True
SF part 1upE,room_29,27.446004600778227,95.65967075006904,0.2869130155432656,True
SF part 1upE,room_30,18.094679300984293,76.85620702267713,0.23543549703988506,True
SF part 1upE,room_31,18.853242438456924,73.34898565268936,0.25703480792124167,True
SF part 1upE,room_32,18.202818773314085,73.56132180109627,0.24745094742224727,True
SF part 1upE,room_33,19.29623447938171,77.42358669432168,0.24922940544676306,True
SF part 1upE,room_34,13.145570674518302,72.05741366042771,0.1824318971045383,True
file_1,room_1,11.531332646364726,77.96030378848776,0.14791287470672393,True
file_1,room_2,8.12566287109714,53.404649424996364,0.1521527237531846,True
file_1,room_3,38.79356457149366,76.49711725027818,0.5071245292103159,False
file_2,room_1,25.321281895131833,64.75412056926628,0.39103738376071573,False
file_2,room_2,13.011184691825537,64.68280408269067,0.20115368955235777,True
file_2,room_3,9.018951989773122,53.32710870810442,0.16912508868875656,True
